ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE NO.,EMAIL,SECTOR,SIZE,,,,
BAFANA DRINKING SPOT,BEHIND THE GCB BUILDING,,,BOLE,,0248089149,,SERVICE,A,,,,
BAGADOU BAR,AT THE MARKET SQUARE,,,SIMPUAYIRI,,0245373666,,SERVICE,A,,,,
BAGAMA ENTERPRISE,OPPOSITE ROSS WIFE FAST FOOD SIGN BORAD,ALONG BOLE BAMBOI ROAD,SISSALA LINE,BANDA NKWANTA,"P. O.BOX 2357, KUMASI ASHTOWN",0242136779,,SERVICE,A,,,,
BAJAJ MOTO'S ENTERPRISE,ADJECENT GCB BUILDING,,,BOLE,,0242221276,,SERVICE,A,,,,
BAKARI CORN MILL,INFRONT OF KOSIAKO'S HOUSE,,,MANDARI,,0263437804,,INDUSTRY,A,,,,
BAKARI FATIMA SHOP,OPPOSITE WEZIENA COLD STORE,,,BOLE,,0547447580,,SERVICE,A,,,,
BAKARI SUMAILA HAIR CUTZ,OPPOSITE TAGBON WASHING BAY,,,BOLE,,0543337805,,SERVICE,A,,,,
BAKAWE AFISAH ESTHER SALON,MANGO LANE OPPOSITE PLANNER Q.,,,BOLE,,0544730868,,SERVICE,A,,,,
BAKLU  DRINKING SPOT,OPPOSITE BANDA NKWANTA FOOTBALL PARK,IN BETWEEN BOLE BAMBOI ROAD,SISSALA LINE,BANDA NKWANTA,,0246215747,,SERVICE,A,,,,
BALAH MAHAMA ENTERPRISE,IN THE MARKET BEHIND GCB,,,BOLE,,0242203362,,SERVICE,A,,,,
BALE METHODIST CHURCH,THE METHODIST CHURCH ON THE MOUNTAIN,,,BALE,,0505167522,,SERVICE,A,,,,
BALE METHODIST JUNIOR HIGH SCHOOL,OPPOSITE THE NEW TEACHERS QUARTERS,,,BALE,,0242776769,,SERVICE,A,,,,
BALE METHODIST PRIMARY SCHOOL,ADJACENT THE TEACHERS QUARTERS,,,BALE,,0543106613,,SERVICE,A,,,,
BALLAH FUEL POINT,INFRONT OF BALA'S HOUSE,,,MANDARI,,0508875958,,SERVICE,A,,,,
BAMAHIE DRINKING SPOT,AT THE EXACT EXTREME RIGHT HAND SIDE OFF THE MAINROAD,KUMASI ROAD,SARIPE MARKET,SARIPE,,,,SERVICE,A,,,,
BAMBOI CENTRAL MOSQUE,NEAR DE-SADISCO RESTAURANT,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0278262273,,SERVICE,A,,,,
BAMBOI D/A PRIMARY SCHOOL,NORTH TO THE BAMBOI POLICE STATION,BOLE BAMBOI HIGH ROAD,BAMBOI,BAMBOI,,0205731699,,SERVICE,A,,,,
BAMBOI HEALTH CENTRE,NEAR BAMBOI D/A PRIMARY SCHOOL,,BAMBOI,BAMBOI,"P. O.BOX BL11, BOLE",0242626364,,SERVICE,A,,,,
BAMBOI JUNIOR HIGH SCHOOL,200M NORTH TO THE BAMBOI CHARGE OFFICE,BOLE BAMBOI ROAD,BAMBOI,BAMBOI,"P. O.BOX 8, BAMBOI",0547415836,,SERVICE,A,,,,
BAMBOI REVENUE SERVICE,INFRONT OF MD NORTH TRADITIONAL COUNCIL,BOLE BAMBOI HIGH ROAD,BAMBOI,BAMBOI,,0205645744,,SERVICE,A,,,,
BAMBOI TOLL BOOTH,NEAR BLACK VOLTER,BOLE BAMBOI HIGH WAY,VOLTER RIVER,BAMBOI,,0248326346,,SERVICE,A,,,,
BAMBOI TOWN MOSQUE,OPPOSITE D/A PRIMARY SCHOOL,BOLE BAMBOI HIGH ROAD,BAMBOI,BAMBOI,,0204027788,,SERVICE,A,,,,
BAMOA'S FITTING SHOP,AT THE MARKET,BOLE ROAD,,SANYO DAGAABA,,,,SERVICE,A,,,,
BAMPEWA D/A PRIMARY SCHOOL,,,BAMPEWA,BAMBOI,,,,SERVICE,A,,,,
BANAYA BONWAZUN SALON,NEAR YAGBON WASHING BAY,,,BOLE,,0269766901,,SERVICE,A,,,,
BANDA NKWANAT CHPS COMPOUND,ADJACENT BANDA NKWANTA CATHOLIC CHURCH,,,BANDA NKWANTA,,0246563740,,SERVICE,A,,,,
BANDA NKWANTA R/C PRIMARY SCHOOL,ADJACENT CATHOLIC CHURCH,,PUAL KURAA,BANDA NKWANTA,,0203861551,,SERVICE,A,,,,
BARAK F ENTERPRISE,OPPOSITE THE POLICE STATION,,,BOLE,,0242710695,,SERVICE,A,,,,
BASAA'S PROVISION SHOP,NEAR THE WATER RUMPING STATION,BBOLE ROAD,,KIAPE,,,,SERVICE,A,,,,
BASABI ENTERPRISE,OPPOSITE BANDA NKWANTA YAM SELLERS,ALONG BOLE BAMBOI ROAD,SISSALA LINE,BANDA NKWANTA,"P. O.BOX 21, BOLE",0208547790,,SERVICE,A,,,,
BASANGA ABDUL-RAHAMAN GRINDING MILL,OPPOSITE MARKET,,,SIMPUAYIRI,,0246619201,,INDUSTRY,A,,,,
BASHIRU DRINKING SPOT,NEAR THE GRINDING MACHINE,,,WASSIPE,,0548506416,,SERVICE,A,,,,
BASULI BEER BAR,BASULE HOUSE,,,HORIYIRI,,,,SERVICE,A,,,,
BAYOU MATHEW DRINKING SPOT,ADJACENT KWESI ISAAC ENTERPRISE,,,NUOYIRI,,0543004046,,SERVICE,A,,,,
BAYUO YIBO DRINKING SPOT,BAMBOI MARKET,,BAMBOI,BAMBOI,,0544417434,,SERVICE,A,,,,
BEBIE WUNI MERE FASHION DESIGNER,ADJECENT AKWESI TRADING,SERIPE KABILMA ROAD,,DAKRUPE,,,,INDUSTRY,A,,,,
BELE PROVISION SHOP,INFRONT OF BELE HOUSE,,,CHANCHIRE,,,,SERVICE,A,,,,
BENSON CORN MILL,OPPOSITE THE CHIEF PALACE,,,NSUNUA,,0204896207,,INDUSTRY,A,,,,
BEYOUNG MOTORS SPARE PARTS,OPPOSITE PLANNERS POINT,,,BOLE,,0542077930,,SERVICE,A,,,,
BIAWATA TIGBE GRINDING MILL,ON THE WAY BETWEEN CHIBIYUA AND THE VOLTA RIVER,,,CHIBIYUA,,,,INDUSTRY,A,,,,
BIEWAR SIMOU GRINDING MILL,OPPOSITE PENTEOST CHURCH,,,SIGNYE AKURA,,0247479559,,INDUSTRY,A,,,,
BIG ALEX ENTRPRISE,IN THE MARKET,,,BOLE,,0249794323,,SERVICE,A,,,,
BIG BOY ENTERPRISE,NEAR FORGET SPECIAL FOOD,BOLE-SAWLA ROAD,NYEMANGE,BOLE,,,,SERVICE,A,,,,
BIG DON MOTORS,OPPOSITE CHIEF PALACE,ALONG BOLENBAMBOI ROAD,DAGAABA LINE,BANDA NKWANTA,"P. O.BOX 21, BOLE",0543386742,,SERVICE,A,,,,
BIG ENTERPRISE,ADJACENT MANKUMA R/C JUNIOR HIGH SCHOOL,,,MANKUMA,,0509674803,,SERVICE,A,,,,
BILL BETTER ENTERPRISE,SAME BILDING WITH ASWAT ALRAB GOLD,ALONG BOLE BAMBOI ROAD,PANTRA LINE,BANDA NKWANTA,"P. O.BOX 21, BOLE",0507839528,,SERVICE,A,,,,
BIRTH AND DEATH,DISTRICT ASSEMBLY,,,BOLE,,0240992705,,SERVICE,A,,,,
BISA NYAME ENTERPRISE,NEAR SADISCO RESTAURENT,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0249064908,,SERVICE,A,,,,
BISTONE COMPUTER SERVICE,OPPOSITE RUNEL FILLING STATION,,,TINGA,,0546354070,,SERVICE,A,,,,
BLACKIE'S PROVISION STORE,CENTRAL MOSQUE,,,MANDARI,,0507823536,,SERVICE,A,,,,
BLESSING SHOP,OPPOSITE THE ICT CENTRE,,,BOLE,,0263132870,,INDUSTRY,A,,,,
BLUE BAR,OPPOSITE MANKUMA R/C PRIMARY,,,MANKUMA,,0549731640,,SERVICE,A,,,,
BLUE STORE,GONJA LINE INFRONT OF ALEX HOUSE,,,CHACHE,,,,SERVICE,A,,,,
BOADU JOYCE TAILORING SHOP,CAC MISION HOUSE,,,TINGA,,0541748980,,INDUSTRY,A,,,,
BODI MOSQUE,JUST BY THE SAWLA ROAD,,,BODI,,,,SERVICE,A,,,,
BODY SHOP,ADJACENT CO-OPERATIVE TRANSPORT,,,BOLE,,0244599295,,SERVICE,A,,,,
BOGDAA METHODIST NURSERY SCHOOL,RIGHT HAND SIDE TOWARDS SAWLA MANKUMA (NEAR SOLARPOLE),,,BOGDAA,,,,SERVICE,A,,,,
BOGDAA METHODIST PRIMARY SCHOOL,RIGHT HAND SIDE TOWARDS KUMASI,,,BOGDAA,,0276499919,,SERVICE,A,,,,
BOILING SPOT,NEAR BLACK VOLTER,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,"P.O. BOX 5, BAMBOI",0546720333,,SERVICE,A,,,,
BOLE ANCIENT MOSQUE,INSIDE NYIMANCE OPPOSITE THE CENTRAL MOSQUE,,,BOLE,,,,SERVICE,A,,,,
BOLE BUSINESS ADVISORY CENTRE,BOLE ASSEMBLY BLOCK,,BOLE N/R,BOLE,"P.O. BOX BL.14, BOLE N/R",,,SERVICE,A,,,,
BOLE CATHOLIC WORKERS CREDIT UNION,"WITHIN PREMISES OF CATHOLIC MISS.,BOLE",,BOLE,BOLE,"P O BOX 18, BOLE",,,SERVICE,A,,,,
BOLE CO-OPERATIVE,CHORIBANG NEW MARKET,,,BOLE,,0242179774,,SERVICE,A,,,,
BOLE COMMUNITY CO-OPERATIVE CREDIT UNION,ADJACENT AUDIT SERVICE,,,BOLE,,0241691043,,SERVICE,A,,,,
BOLE DIDTRICT HOSPITAL,OUTSIDE THE SUBURB YALWA NEAR COCOA RESEARCH,,,BOLE,,0507794484,,SERVICE,C,,,,
BOLE DISTRICT ASSEMBLY CENTRAL ADMINISTRATION,DISTRICT ASSEMBLY,,,BOLE,,0209199344,,SERVICE,A,,,,
BOLE DISTRICT ASSEMBLY LIBRARY,"BOLE FINANCE OFFICE, BOLE",,BOLE,BOLE,"P.O.BOX 14,, BOLE",,,SERVICE,A,,,,
BOLE DISTRICT COURT,OPPOSITE RICH ENTERPRISE,,,BOLE,,0506481454,,SERVICE,A,,,,
BOLE E/A JHS,DIRECTLY OPPOSITE RTF,,,BOLE,,0242179774,,SERVICE,A,,,,
BOLE HEALTH CARE CENTRE,OPPOSITE KURABU PRIMARY SCHOOL,,,BOLE,,0242550307,,SERVICE,A,,,,
BOLE POLICE STATION,OPPOSITE QUEENS BAR,,,BOLE,,0232981961,,SERVICE,A,,,,
BOLE SENIOR HIGH SCHOOL,SONYO ROAD,,,BOLE,,0208317701,,SERVICE,C,,,,
BOLE001,OPPOSITE MARKET MAIN ENTRANCE,,,BOLE,,0249230107,,SERVICE,A,,,,
BOMBAY FAST LINK AND ELECTRONIC STORE,BEHIND THE CATHOLIC CHURCH,,,BOLE,,0270030566,,SERVICE,A,,,,
BOMBE ENTERPRISE,IN THE MARKET,,,BOLE,,0244690622,,SERVICE,A,,,,
BOMBONTE D/A J.H.S,OPPOSITE BOMBONTE SIGN POST FROM BOLE TO BAMBOI,,BOMBONTE,BOMBONTE,,0246924604,,SERVICE,A,,,,
BOORE KOFINDIA BREWERY,OPPOSITE MARKET,,,SIMPUAYIRI,,0541590622,,INDUSTRY,A,,,,
BORAYI SIMON PROVISION SHOP,,,,CHIBIRIYUA,,,,SERVICE,A,,,,
BORENYI ENTERPRISE,OPPOSITE ST KIZITOS JUNIOR HIGH SCHOOL,,,BOLE,,0242046757,,SERVICE,A,,,,
BORESAH FASHION SHOP,OPPOSITE POLICE STATION,,,BOLE,,0246302218,,INDUSTRY,A,,,,
BORGAR BAR,MARKET CENTRE,,,SIMPUAYIRI,,0544628263,,SERVICE,A,,,,
BOULO VENTURES,OPPOSITE ASLOAT ALRAB,,PANTATRA LINE,BANDA NKRUMAH,,0545588793,,SERVICE,A,,,,
BOWKORO AFIA TAILORING SHOP,OPPOSITE R/C PRIMARY SCHOOL,,,SIMPUAYIRI,,0502647313,,INDUSTRY,A,,,,
BOWOLOSO ENTERPRISE,ADJACENT THE MAIN ENTRANCE OF UNION CENTER,BOLE -SAWLA ROAD,NYEMANGE,BOLE,,,,SERVICE,A,,,,
BOYE IRONE DRINKING SPOT,BEHIND DINKPA,,GBELIMPE,GBELIMPE,,0540356909,,SERVICE,A,,,,
BOYE IRONE DRINKING SPOT,BEHIND DINKPA,,GBELIMPE,GBELIMPE,"P. O.BOX 2, BOLE",0540356909,,SERVICE,A,,,,
BOYS BOYS SPOT,MANGO LANE AFTER THE MOSQUE,,,BOLE,,0246050894,,SERVICE,A,,,,
BRAIMAHABAS ENTERPRISE,NYENMANGA - BOLE,,BOLE,BOLE,"P. O. BOX 84, BOLE",,,SERVICE,A,,,,
BRO TRADING ENTERPRISE,OPPOSITE BAMBOI CENTRAL MOSQUE,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0204030553,,SERVICE,A,,,,
BROTHER ISSAH DRUG STORE,OPPOSITE MR. JK MOSQUE,,,MALEWU,,0248183923,,SERVICE,A,,,,
BUNAS PROVISION STORE,ADJACENT VONKURU POGOR'S HOUSE,,,MANDARI,,0546905536,,SERVICE,A,,,,
BUWUAKU-AYE ENTERPRISE,THE SAME BLOCK WITH TUNA'S PALACE,,BOLE N/R,BOLE,"P.O. BOX 14, BOLE N/R",,,SERVICE,A,,,,
BY HIS GRACE MOTHER CARE ENTERRPRISE,NEAR THE FRONT OF HOSPITAL,,,BOLE,,0247108618,,SERVICE,A,,,,
BY THE POWER OF GOD BEAUTY CENTRE,AT THE MARKET,,,SIMPUAYIRI,,0505156231,,SERVICE,A,,,,
CAPENTER CHPS COMPOUND,OPPOSITE CARPENTER JUNIOR HIGH SCHOOL,BOLE BAMBOI ROAD,,CARPENTER,,,,SERVICE,A,,,,
CARPENTER CENTRAL MOSQUE,,BOLE BAMBOI ROASD,,CARPENTER,,,,SERVICE,A,,,,
CARPENTER JUNIOR HIGH SCHOOL,OPPOSITE CARPENTER CHIPS CONPOUND,BOLE BAMBOI ROAD,,CARPENTER,,,,SERVICE,A,,,,
CARPENTER R/C PRIMARY SCHOOL,OPPOSITE CARPENTER CHPS COMPOUND,BOLE BAMBOI ROAD,,CARPENTER,,,,SERVICE,A,,,,
CATHOLIC GUEST HOUSE/BAR,BEFORE STAR OIL FILLING STATION,,,BOLE,,0207747373,,SERVICE,A,,,,
CATHOLIC PUBLIC HEALTH CENTRE,WITHIN BOLE CATHOLIC MISSION,,BOLE,BOLE,"P.O.BOX 18, BOLE",,,SERVICE,A,,,,
CECILIA BABY CARE,OPPOSITE JAMES KRAH CHEMICALS ON BOSEC ROAD,,,BOLE,,0242081662,,SERVICE,A,,,,
CECILIA FAST FOOD,OPPOSITE JAMES KRAH CHEMICAL STORE,,,BOLE,,0242081662,,SERVICE,A,,,,
CENTRAL MOSQUE,ALONG THE ROAD JUST CLOSE TO THE MUSEUM MOSQUE,IN BETWEEN BOLE BAMBOI ROAD,SISSALA LINE,BANDA NKWANTA,"P. O.BOX 2, BOLE",0242116795,,SERVICE,A,,,,
CENTRE FOR ACTING LEARNING AND INTEGRATED DEVELOPMENT,BEHIND GESS ANNEX,,,BOLE,,0206986550,,SERVICE,A,,,,
CHACHE HEALTH CENTRE,INFRONT OF CHOKOCHE HOUSE,,,CHACHE,,0246691649,,SERVICE,A,,,,
CHAMPION DRINKNING SPOT,ADJECENT CENTRAL MOSQUE,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0249008004,,SERVICE,A,,,,
CHAMPION HOTEL,NEAR PENTECOST CHURCH,CHIBRINYUA BABATO ROAD,BAMBOI,BAMBOI,,0249008004,,SERVICE,A,,,,
CHANCHE D/A PRIMARY SCHOOL,ADJACENT  PENTEOST,,,CHANCHE,,0545931886,,SERVICE,A,,,,
CHANCHIRE D/A PRIMARY SCHOOL,CHANCHIRE PRIMARY SCHOOL,,,CHANCHIRE,,0248901503,,SERVICE,A,,,,
CHARLES BAYOLEE SHOP,ADJACENT GREEN ROAD,,,BOLE,,0241123931,,SERVICE,A,,,,
CHEWOURIS DRINKING SPOT,RIGHT SIDE OF THE ROAD,,,SONYO,,,,SERVICE,A,,,,
CHIBRIYUA CHPS COMPOUND,,,,CHIBRIYUA,,,,SERVICE,A,,,,
CHIIBRIYUA D/A PRIMARY SCHOOL,,CHIBRIYUA BAMBOI ROAD,,CHIBRIYUA,,,,SERVICE,A,,,,
CHINCHINDOW EDMOND SPOT,,,,CHIBRIYUA,,,,SERVICE,A,,,,
CHOFILE PROVISION STORE,INFRONT OF TIYOBO HOUSE,,,BALE,,0507604391,,SERVICE,A,,,,
CHRIST AOSTOLIC CHURCH,APOSTOLIC CHURCH,,,SIGNYE AKURA,,0248970602,,SERVICE,A,,,,
CHRIST APOSTOLIC CHURCH,CLOSER TO WASSIPE PRIMARY SCHOOL,,,WASSIPE,,0502649599,,SERVICE,A,,,,
CHRIST APOSTOLIC CHURCH,OPPOSITE POLICE STATAION,,,TINGA,,0244245852,,SERVICE,A,,,,
CHRIST APOSTOLIC CHURCH INTERNATIONAL,NEAR ASAMARA PARK,,BAMBOI,BAMBOI,"P. O.BOX 9, NEW LOGORO",0244409643,,SERVICE,A,,,,
CHRIST THE KING PARISH,CLOSER TO R/C PRIMARY SCHOOL,,,SIMPUAYIRI,,,,SERVICE,A,,,,
CHRISTIANA SHOP,OPPOSITE MARKET,,,SIMPUAYIRI,,0245307117,,SERVICE,A,,,,
CHRISTOPHA SAMBA PROVISION SHOP,AT THE MARKET,,,SIMPUAYIRI,,0203045051,,SERVICE,A,,,,
CHURCH OF PENTECOST,THE ONLY CHURCH IN THE COMMUNITY,BOLE KUMASI ROAD,,WAMABILE,,,,SERVICE,A,,,,
CHURCH OF PENTECOST,CLOSE TO THE DAMP,IN BETWEEN BOLE BAMBOI ROAD,LOBIS LINE,BANDA NKWANTA,"P. O.BOX 45, BOLE",0508067510,,SERVICE,A,,,,
CHURCH OF PENTECOST,CLOSE TO BOLE KUMASI ROAD,BOLE BAMBOI ROAD,GONJA LINE,SAKPA,,0545430557,,SERVICE,A,,,,
CHURCH OF PENTECOST,OPPOSITE BAMBOI PRIMARY SCHOOL ON  THE CHIBIYOA BAMBOI ROAD,CHIBIYOA ROAD,BAMBOI,BAMBOI,"P. O. BOX 58, TECHIMAN",0502220736,,SERVICE,A,,,,
CIO COMPANY LIMITED BOLE BRANCH,OPPOSITE ABIJAN BOY ENTERPRISE,,,BOLE,,0540326321,,SERVICE,A,,,,
CLASS ONE COOL STORE,IN THE MARKET,,,BOLE,,0248321546,,SERVICE,A,,,,
CLASSIC BARBERING SHOP,INFRONT OF METHODIST MISSION HOUSE,,,BOLE,,0205595180,,SERVICE,A,,,,
CLASSIC BARBERING SHOP,OPPOSITE KARAHINA'S HOUSE,,,MANDARI,,0249026239,,SERVICE,A,,,,
CLEAN CUTS BARBERING SALON,OPPOSITE MOORE LIFE BOUTIQUE,,,BOLE,,0248851713,,SERVICE,A,,,,
CLETUS KUMBARE STORE,AFTER GREEN LODGE,,,BOLE,,,,SERVICE,A,,,,
CO IBRAHIM INVESTMENT COMPANY,OPPOSITE PETRO AFRICA FILLING STATION,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0200331330,,SERVICE,A,,,,
COMFORT BAR,TOWARDS KOJUMA ROAD,,,MANKUMA,,,,SERVICE,A,,,,
COMMISION FOR HUMAN RIGHTS AND ADMINISTRATIVE JUSTICE,BEHIND THE INTERNAL AUDIT SERVICE,,,BOLE,,0244688000,,SERVICE,A,,,,
COMMUNITY DEVELOPMENT SOCIAL WELFARE,DISTRICT ASSEMBLY,,,BOLE,,0248276961,,SERVICE,A,,,,
COMMUNITY HEALTH NURSING TRAINING SCHOOL,INSIDE  THE HOSPITAL,,,BOLE,,0282096472,,SERVICE,A,,,,
CONFIDENCE INTERNATIONAL SCHOOL COMPLEX,BEHIND ICT CENTRE,,,BOLE,,0507823666,,SERVICE,A,,,,
CONSUMER FINANCE COMPANY CFC,IN NO LIE BUILDING,,,BOLE,,0577603022,,SERVICE,A,,,,
CONTROLLER AND ACCOUNTANT GENERAL'S DEPARTMENT,ADJACENT BOLE CO-OPERATIVE CREDIT UNION,,,BOLE,,0244414772,,SERVICE,A,,,,
COOL KOBO PHONES,OPPOSITE SADISCO RESTAURANT,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0547088092,,SERVICE,A,,,,
CULTURE ENTERPRISE,ADJACENT ABIJAN BOY,,,BOLE,,0242081820,,SERVICE,A,,,,
CUSTOMER EXCISE AND PREVENTIVE SERVICE,ADJACENT NHIS OFFICE,,,BOLE,,0202079999,,SERVICE,A,,,,
D. DOVOLOVO ENGINEERING AND METAL WORK,OPPOSITE TE MARKET,,,BAND NKWANTA,,0200962913,,INDUSTRY,A,,,,
DAAPALI COLD STORE,AT THE MARKET,,,SIMPUAYIRI,,0242208292,,SERVICE,A,,,,
DAAPALI PROVISION AND CEMENT STORE,AT SIMPUAYIRI MARKET,,,SIMPUAYIRI,,0242208292,,SERVICE,A,,,,
DADOM MOTOR SPARE PARTS,OPPOSITE NPP OFFICE,,,BANDA NKWANTA,,0541780481,,SERVICE,A,,,,
DADON MOTORS,INSIDE THE MARKET,IN BETWEEN BOLE BABOI ROAD,SISSALA LINE,BANDA NKWANTA,"P. O.BOX 2, BOLE",0547086929,,SERVICE,A,,,,
DAFAA JARO ENTERPRISE,BEHIND KWAME KWESI ADJACENT YORZIE GRANDING MILL,,BONBONTE,BONBONTE,,0548875496,,SERVICE,A,,,,
DAGADOO MOTOR FITTTING SHOP,DAGARTI LINE,,,DAKRUPE,,,,SERVICE,A,,,,
DAKPORI'S GRINDING MILL,DAKPORI HOUSE,,,GBAMPE,,,,INDUSTRY,A,,,,
DAKRRUPE CHPS COMPUND,OPPOSSITE DAKRUOE PRIMARY /JUNIOR HIGH SCHOOL SCHOOL,DAKRUPE KABILMA ROAD,,DAAKRUPE,,,,SERVICE,A,,,,
DAKRUPE  JHS,OPPOSITE DKRUPE HPS COMPOUND,DEIPE KABILMA ROAD,,DAPRUPE,,,,SERVICE,A,,,,
DAKRUPE CENTRAL MOSQUE,DAKRUPE KABILMA ROAD,,,DAKRUPE,,,,SERVICE,A,,,,
DAKRUPE PRIMARY SCHOOL,OPPOSITE DAKRUPE CHPS CONPOUND,SERIPE KABILMA ROAD,,DAKRUPE,,,,SERVICE,A,,,,
DAKURA PROVISION SHOP,CLOSER TO TIMBER STOP BAR,,,TINGA,,,,SERVICE,A,,,,
DAMSIARITI WELDING SHOP,OPPOSITE RUNEL FILLING STATION,,,WASSIPE,,0243909840,,INDUSTRY,A,,,,
DANIEL PROVISION STORE,INFRONT OF KARAHINA'S HOUSE,,,MANDARI,,0206412872,,SERVICE,A,,,,
DANKUMAH ENTERPRISE AND INFORMATION,ADJECENT BAMBOI CENTRAL MOSQUE,BOLE BAMBOI HIGH ROAD,BAMBOI,BAMBOI,,0249353670,,SERVICE,A,,,,
DARI CORN MILL,INFRONT OF DARI'S HOUSE,,,SONGOR KURA,,,,INDUSTRY,A,,,,
DARI MAHAMA SHOP,JUNCTION OPPOSITE YUDDIS SPOT,,,BOLE,,0243403470,,SERVICE,A,,,,
DARING YOU DRINKING SPOT,RIGHT TOWARDS NORTH,,,KAKIASI,,,,SERVICE,A,,,,
DARY CLEMENT DRINKING SPOT,OPPOSITE ZONWELL BUSINESS CENTER,BOLE BAMBOI ROAD,BONBONTE,BONBONTE,,0503401169,,SERVICE,A,,,,
DASSAN JULIANA WEAVING SHOP,OPPOSITE KPIIKUUNS HOUSE,,,SIMPUAYIRI,,0205772667,,INDUSTRY,A,,,,
DAUDA BUSINESS CENTER,OPPOSITE LET THEM SAY ENT,ALONG BOLE BAMBOI ROAD,SISSALA LINE,BANDA NKWANTA,"P. O.BOX 2, BOLE",0244973678,,SERVICE,A,,,,
DAUDA CHEMICAL STORE,OPPOSITE THE MUSEEUM MOSQUE,ALONG BOLE BAMBOI ROAD,DAGAABA LINE,BANDA NKWANTA,,,,SERVICE,A,,,,
DAVID YAW DRINKING SPOT,300M TO BAMPEWA D/APRIMARY SCHOOL,BABATO ROAD,,BAMBOI,,,,SERVICE,A,,,,
DAVID YEBOAKH SHOP,OPPOSITE DAWUD'S BAKERY,,,BOLE,,0245280568,,SERVICE,A,,,,
DAWUD'S BAKERY,INFRONT OF TI-NGNATAA BROTHERS ENTERPRISE,,,BOLE,,0548499404,,INDUSTRY,A,,,,
DAWUDA CORN MILL,AFTER AREA COUNCIL NEAR KARIM ALI'S HOUSE,,,MANDARI,,0543022042,,INDUSTRY,A,,,,
DAWUDA MOBILE ENTERPRISE,NEAR ABUBA ROAD,,,BOLE,,0242268658,,SERVICE,A,,,,
DAWUDA ZOROMIN SHOP,OPPOSITE THE POLICE STATION,,,BOLE,,0503666037,,SERVICE,A,,,,
DAWUDU AFISAH STORE,OPPOSITE KANSAH WURA MOSQUE,,,MALEWU,,0548189558,,SERVICE,A,,,,
DE YOUNG ICHELE ENTERPRISE,OPPOSITE THE POLICE STATION,,,BOLE,,0544055485,,SERVICE,A,,,,
DE-DON MOTORS,OPPOSITE A LOCAL FILLING SATTION,ALONG BOLE BABOI ROAD,DAGAABA LINE,BANDA NKWANTA,"P. O.BOX 405, WA UPPER WEST",0247805662,,SERVICE,A,,,,
DE-SADISCO RESTAURANT AND BAR,ADJACENT BAMBOI CEBTRAL MOSQUE,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0275851637,,SERVICE,A,,,,
DEALERS FINANCE,ADJACENT THE DISTRICT COURT,,,BOLE,,0542966812,,SERVICE,A,,,,
DEANIEL DERY DRINKING SPOT,CLOSER TO CAC CHURCH,,,SIGNYE AKURA,,0245630833,,SERVICE,A,,,,
DEBORA DOUKU FASHION,OPPOSITE BAMBOI CENTRAL MOSQUE,BOLE BAMBOI HIGH WAY,BAMBOI,BAMBOI,,0200754117,,INDUSTRY,A,,,,
DEEVER LIFE CHURCH KILAMPOBILE NO. 1,BY THE HIGH TENSION ELLECTRIC POLE,BOLE KUMASI ROAD,,KILAMPOBILE NO.2,,,,SERVICE,A,,,,
DENDENYIRI D/S PRIMARY SCHOOL,CENTRAL DENDEYIRI,,,DENDENYIRI,,0507514506,,SERVICE,A,,,,
DEPARTMENT OF COMMUNITY DEVELOPMENT,DISTRIC SAWLA ROAD,,,BOLE,,0248276961,,SERVICE,A,,,,
DERYGOBAA GRINDING MILL,BOLE KUMASI ROAD,BOLE BAMBOI ROAD,DOORI KADERISO,SAKPA,,0242172441,,INDUSTRY,A,,,,
DESMOND CHALASIFU BABERING SHOP,OPPOSITE SWEET MOTHER HOUSE,,,SIMPUAYIRI,,0206921644,,SERVICE,A,,,,
DIABOR AND TOTAL FILLING STATION,BEHIND THE TOTAL FILLINF STATION,,,BOLE,,0246857814,,SERVICE,A,,,,
DIITEY ASAMOAH PROVISION SHOPS,CENTRE OF THE MARKET,,,SIMPUAYIRI,,0209943987,,SERVICE,A,,,,
DISTRICT ASSEMBLE GUEST HOUSE,OPPOSITE MUM AND DAD LODGE,,,BOLE,,0246620152,,SERVICE,A,,,,
DISTRICT HEALTH MANAGEMENT TEAM,INSIDE THE PREMISES OF THE DISTRICT HOSPITAL,,,BOLE,,0546909156,,SERVICE,C,,,,
DISTRICT SOCIAL WELFARE OFFICER,DISTRICT ASSEMBLY,,,BOLE,,0207857797,,SERVICE,A,,,,
DIVINE BARBERING SALON,POLICE STATION ROAD,,,BOLE,,0243630121,,SERVICE,A,,,,
DIVINE FAVOUR MOTOR SPARE PARTS,OPPOSITE THE CENTRAL MOSQUE,,,BANDA NKWANTA,,0502223811,,SERVICE,A,,,,
