ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,PHONE,EMAIL,SECTOR,SIZE,
AYIETA JUNIOR HIGH SCHOOL,BALANSA NEAR THE AYIETA PRIMARY SCHOOL,,BALANSA,SENDEMA CENTRAL,"P. O. BOX 10, SANDEMA",0249743744,,SERVICE,A,
AYIETA PRIMARY SCHOOL,NEAR THE ROMATIC CATHOLIC CHURCH,,BALANSA,SENDEMA CENTRAL,"P. O. BOX 10, SANDEMA",0246724018,,SERVICE,A,
AYISHA STORE,INSIDE MARKET,MARKET ROAD,MARKET ABEL YERI,SENDEMA CENTRAL,,0546914060,,SERVICE,A,
AYOMAH CEMENT STORE,"AKISIYERI,DAM SITE",YISOBSA-SANDEMA ROAD,YISOBSA,WIAGA CENTRAL,,0248866940,,SERVICE,A,
AYOMAH DRINKING SPOT,"AKISIYERI,DAM SITE",YISOBSA-SANDEMA ROAD,YISOBSA,WIAGA CENTRAL,,0248955683,,SERVICE,A,
AZECHUM ENTERPRISE,ADJACENT SANDEMA COMMUNITY CENTRE,SANDEMA COMMUNITY CENTER,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0541600554,,SERVICE,A,
AZENAB GIRL JHS,ADJACENT ROMAN CATHOLIC CURCH,YESOBSA CHIUK ROAD,YISOBSA,WIAGA-YEMONSA,"P. O. BOX 20, SANDEMA",0202238815,,SERVICE,A,
AZENERO AZNTILOW GUEST HOUSE,OPPOSITE SANDEMA HOSPITAL,SANDEMA SINIENSI ROAD,ABILIYIRE,SENDEMA CENTRAL,,0245679441,,SERVICE,A,
AZOKA ASOALLA ENTERPRISE,OPPOSITE AFINA'S HOUSE KOBDEMA SANDEMA,,SANDEMA,SANDEMA CENTRAL,"P.O BOX 3, SANDEMA",,,INDUSTRY,A,
AZUE YERI PRIMARY SCHOOL,300 METRES AWAY FROM AWULANSA SCHOOL,NAWASA AZUE YERI ROAD,AZUE YERI,AZUAYERI,"P. O. BOX 29, SANDEMA",0209854226,,SERVICE,A,
AZUGUYERA YIPALA COMUNITY HEALTH,YIPALA COMUNITY HEALTH COMPOUND,CHUCHULIGA YIPALA ROAD,YIPALA,AZUGUYERI-BUBOLIZUGU,"P. O. BOX 4, SADEMA",0204895167,,SERVICE,A,
AZULICHAAB SHOP,ADJACENT SALVATION ARMY CHURCH,BANDEM AKANGULIYERI ROAD,KUNCHANSA,WIAGA FARINSA (FARINSOBSA),,0502251270,,SERVICE,A,
AZUMAH CONTAINER,OPPOSITE SANDEMA COMMUNITY CENTRE,SANDEMA COMMUNITY CENTRE,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0546047805,,SERVICE,A,
AZUMAH STORE,OPPOSITE INDEPENDENCE SQUARE,WIAGA LORRY STATION,YISOBSA,WIAGA-YEMONSA,,0245093529,,SERVICE,A,
B C A BIBLE CHURCH,TIEDEMBILISA BCA BIBLE CHURCH OPPOSITE MORO'S HOUSE,TIEDEMBILISA CHIANA ROAD,TIEDEM,TIEDEMBILISA,,0242876750,,SERVICE,A,
B SHOP AGYENTA ACADEMY,OPPOSITE ROMAN CATHOLIC CHURCH,CATHOLIC MISSION,YISOBSA,WIAGA CENTRAL,,0243473918,,SERVICE,A,
BAANDEMA PRIMARY SCHOOL,BEHIND SUB CHIEF'S HOUSE,GBEDEMA YEMONSA ROAD,BAANDEMA,WIAGA FARINSA (FARINSOBSA),,0242775865,,SERVICE,A,
BABY DRINKING SPOT,BEHIND SLAUGTER HOUSE,MARKET ROAD,ZONGO,SENDEMA CENTRAL,,,,SERVICE,A,
BABY DRINKING SPOT,ON THE LEFT HAND SIDE OF THE KADEMA PRIMARY SCHOOL,KADEMA ROAD,BANYANGSA,KADEMA-BANYANGSA,,0245522356,,SERVICE,A,
BALANSA PRIMARY SCHOOL,2KM AFTER KANDEN DAM,BALANSA SINIENSI ROAD,BALANSA,SENDEMA CENTRAL,"P. O. BOX 10, SANDEMA",0205354316,,SERVICE,A,
BANABAS FITTING SHOP,OPPOSITE AKAJARA'S HOUSE,NAVRONGO SANDEMA ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,,0543102232,,SERVICE,A,
BANSAHFOS VENTURES,CHIEF'S PALACE BAWA AFOKO ROAD SANDEM,,SANDEMA,SANDEMA CENTRAL,"C/O P. O. BOX 3, SANDEMA",,,SERVICE,A,
BENARG VENTURES,CHUCHULIGA CAR STATION,SANDEMA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,,0209399913,,SERVICE,A,
BIBLE CHURCH OF AFRICA,OPPOSITE THE DAMP,SANDEMA WIAGA ROAD,ABELIYIRI,SENDEMA CENTRAL,"P. O. BOX 41, SANDEMA",0243505570,,SERVICE,A,
BIBLE CHURCH OF AFRICA,OPPOSITE AYUKBIL-YERI,SANDEMA CHIANA ROAD,AKPARI-YERI,SANDEMA AWUSUYERI,"P. O. BOX 45, SANDEMA",,,SERVICE,A,
BIBLE CHURCH OF AFRICA,OPPOSITE SOMANIWEN ENTERPRISE AT SANSECTECH GATE,SANDEMA CHUCHILIGA ROAD,BILINMONSA,BILINSA-BILIMONSA,"P. O. BOX 41, SANDEMA",0208418900,,SERVICE,A,
BILINSA BOYS ENTERPRISE,ABOUT 400M FROM SANDEMA SECONDARY TECHNICAL SCHOOL ENTERANCE,SANDEMA NAVRONGO ROAD,BILIMONSA,BILINSA-BILIMONSA,,,,SERVICE,A,
BILINSA PRIMARY SCHOOL,OPPOSITE SANDEMA SENIOR HIGH TECHINCAL SCHOOL,SANDEMA CHUCHILIGA ROAD,BILINMONSA,BILINSA-BILIMONSA,"P. O. BOX 10, SANDEMA",,,SERVICE,A,
BIOANALYTIC DIAGNOSTIC SERVICE,OPPOSITE MATIAS'GUEST HOUSE,NAVRONGO WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,0204067660,,SERVICE,A,
BOMBAY TAILORING SHOP,AJACENT ST CHARLES CHEMICAL STORE,SANDEMA NAVRONGO ROAD,ABILYERI,SENDEMA CENTRAL,,0248221966,,INDUSTRY,A,
BRA AZEY TAILORING SHOP,BEHIND IBRAHIM'S HOUSE,NAVRONGO WIAGA ROAD,TOWN SANDEMA,SENDEMA CENTRAL,,,,INDUSTRY,A,
BRA KWABEE PROVISIONS SHOP,INSIDE THE MARKET,SANDEMA WIAGA ROAD,MARKET,SENDEMA CENTRAL,,0242071949,,SERVICE,A,
BRIDGET AWAADEM PROVISION SHOP,,SANDEMA WIAGA ROAD,ABELIYIRI,SENDEMA CENTRAL,,0206087755,,SERVICE,A,
BUILSA COMMUNITY BANK,OPPOSITE GOOD FAMILY ENTERPRISE,NAVRONGO WIAGA ROAD MANI STREETS,ABILIYERI LORRY PARK,SENDEMA CENTRAL,"P. O. BOX 25, SANDEMA",0208281269,bucobank@yahoo.com,SERVICE,A,
BUILSA COMMUNITY RADIO,ADJACENT FOUNDATION FOR INTEGRATED AND STRATEGY DEVELOPMENT,KOBDEMA KALIJISA ROAD,KOBDEMA,SANDEMA KOBDEMA,"P. O. BOX 40, SANDEMA",,,SERVICE,A,
BUILSA DIST. MUTUAL HEALTH INSURANCE SCHEME,BEHIND SANDEMA COMMUNITY CENTRE,,SANDEMA,SANDEMA CENTRAL,"P.O. BOX 3, SANDEMA",,,SERVICE,A,
BUILSA NORTH DISTRICT EDUCATION OFFICE,OPPOSITE BUILSA NORTH DISTRICT ASSEMBLY,SANDEMA WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,"P. O. BOX 10, SANDEMA",0209304183,,SERVICE,B,
C AZOGMI LICENSED CHEMICAL SHOP,ADJACENT BUCO BANK,BUCO BANK AREA,ABILIYERI,SENDEMA CENTRAL,,0244718944,,SERVICE,A,
CAMEO DRINKING SPOT,OPPOSITE NAB AGAASA AYIETA KINDERGARTEN,,ABILOYERI LORRY PARK,SENDEMA CENTRAL,,0242002011,,SERVICE,A,
CEATRAL AFMINISTRATION BUILSA NORTH,OPPOSITE BUILSA EDUCATION OFFICE,SANDEMA WIAGA ROAD,ABEL YERI,SENDEMA CENTRAL,"P. O. BOX 3, SANDEMA",,,SERVICE,A,
CECCILIA HAIR DRESING SALON,ADJACENT WIAGA GUNSI FERTILIZER DEPOT,SANDEMA FUMBISI ROAD,YISOBSA,WIAGA-YEMONSA,,0248325228,,SERVICE,A,
CENTRAL MOSQUE,BY PALOMA,SUN CITY SPOT ROAD,SANDEMA TOWN,SENDEMA CENTRAL,,0541264308,,SERVICE,A,
CENTRE FOR NATIONAL CULTURE,ADJACENT BUILSA NORTH EDUCATION OFFICE,SANDEMA WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,"P. O. BOX 32, SANDEMA",0249277826,,INDUSTRY,A,
CHAAB YAALIKA FOUNDATION PROJECT,OPPOSITE MATIAS' GUEST HOUSE,NAVRONGO WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,0203105508,,SERVICE,A,
CHANSA CHIPS,NEAR KADEMA MARKET,WIAGA KADEMA ROAD,CHANSA GUUTA,KADEMA CHANSA,"P. O. BOX 4, SANDEMA",0209716937,,SERVICE,A,
CHANSA GOBSA ZAMSA AREA COUNCIL,NEAR CHAANSA PRIMARY SCHOOL,THE MAIN ROAD FROM KAADEMA OLD MARKETT,CHAANSA GUUTA,KADEMA CHANSA,"P. O. BOX 10, SANDEMA",0248405936,,SERVICE,A,
CHANSA JHS,BY THE CHANSA AREA COUNCIL NEAR THE PRIMARY SCHOOL,CHANSA AREA COUNCIL ROAD,CHANSA-GUUTA,KADEMA CHANSA,"P. O. BOX 3, SANDEMA",,,SERVICE,A,
CHANSA KINDERGARTEN,BY THE CHANSA JUNIOR HIGH SCHOOL PREMISES,THE JUNIOR HIGH SCHOOL ROAD,CHANSA GUUTA,KADEMA CHANSA,,,,SERVICE,A,
CHANSA PRIMARY SCHOOL,GUUTA NEAR THE CHPS COMPOUND,THE CHPS COMPOUND ROAD,CHANSA GUUTA,KADEMA CHANSA,"P. O. BOX 3, SANDEMA",,,SERVICE,A,
CHARLSE GADGET REPAIR SHOP,ADJACENT CHIEF'S PALACE,INDEPENDENCE SQUARE,YISOBSA,WIAGA CENTRAL,,0247283690,,SERVICE,A,
CHEERS DRINKING SPOT,BEHIND SANDEMA COMMUNITY CENTRE,SANDEMA COMMUNITY CENTRE ROAD,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0200631719,,SERVICE,A,
CHIOK JUNIOR HIGH SCHOOL,AYARIK YERI BEHIND ANIAK DRINKING SPOT,WIAGA YOSAOBSA TO CHIOK JHS ROAD,CHIOK,CHIOK ALONGA-YERI,"P. O. BOX 20, WIAGA",0246513773,,SERVICE,A,
CHIOK NUMBER 1 PENTECOSTAL CHURCH,SIYAASA ON THE WIAGA TO CHIOK JHS ROAD,WIAGA YOSAOBSA TO CHIOK JHS ROAD,CHIOK,CHIOK ALONGA-YERI,"P. O. BOX 20, WIAGA",0248256220,,SERVICE,A,
CHIOK NUMBER 2 PENTECOSTAL CHURCH,BEHIND CHIOK PRIMARY SCHOOL,,CHIOK NO. 2,CHIOK ALONGA-YERI,"P. O. BOX 20, WIAGA",0248264705,,SERVICE,A,
CHIOK PRIMARY SCHOOL,AYARIK YERI BEHIND ANIAK DRINKING SPOT,WIAGA YISOBSA YERI,CHIOK ALONG YERI,CHIOK ALONGA-YERI,"P. O. BOX 20, WIAGA",0246285232,,SERVICE,A,
CHIRYSANTUS CEMENT ENT,WIAGA GUNSI,SANDENA FUMBISI ROAD,YISOBSA,WIAGA CENTRAL,,0205336380,,SERVICE,A,
CHONDEMA PENTECOST CHURCH,CHONDEMA,NANSA CHONDEMA ROAD,GUUTA,CHONDEMA GUUTA (AKORAYERA),,0540065316,,SERVICE,A,
CHONDEMA PRIMARY SCHOOL,CHONDEMA OPPOSITE PEACE STORE,NANSA CHONDEMA ROAD,ALIYERA,CHONDEMA GUUTA (AKORAYERA),"P. O. BOX 29, SANDEMA",0243905694,,SERVICE,A,
CHRIST THE KING CATHOLIC CHURCH,NEAR AYIETA PRIMARY SCHOOL,SINIENSI ROAD,BALANSA,SENDEMA CENTRAL,,,,SERVICE,A,
CHRIST THE KING INTERNATIONAL SCHOOL,BY THE CATHOLIC CHURCH,ROMAN CATHOLIC CHURCH ROAD,BALANSA,SENDEMA CENTRAL,"P. O. BOX 28, SANDEMA",,,SERVICE,A,
CHRISTANA DRESSMAKING SHOP,ADJACENT WORKERS CATEEN,PRESBY CBR BUSINESS ROAD,ABILIYERI,SENDEMA CENTRAL,,0246605215,,INDUSTRY,A,
CHRISTIAN PROVISION STORE,INFRONT OF JAMALDEENS HOUSE SANDEMA,SANDEMA MARKET ROAD,SANDEMA MARKET,SENDEMA CENTRAL,,0246484783,,SERVICE,A,
CHRISTIANA AZUMAH AVUUTA STORE,SINENSI STATION,HOSPITAL ROAD,BALANSA,SENDEMA CENTRAL,,0249613548,,SERVICE,A,
CHRISTY TAILORING SHOP,WORKERS CANTEEN BUILDING,PRESBY CAR CENTER ROAD,SANDEMA TOWN,SENDEMA CENTRAL,,0203041015,,INDUSTRY,A,
CHUCHULIGA HEALTH CENTRE,200 METRES AWAY FROM THE CHUCHULIGA JUNCTION,CHUCHULIGA HOSPITAL ROAD,AZUGYERI,CHUCHULIGA CENTRAL,"P. O. BOX 4, SANDEMA",0242553668,,SERVICE,A,
CHUCHULIGA JUNIOR HIGH SCHOOL,OPPOSITE CHUHCLIGA POLICE STATION,CHUCHULIGA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,"P. O. BOX 192, CHUCHULIGA",0206689891,,SERVICE,A,
CHUCHULIGA OLD PRIMARY SCHOOL,OPPOSITE PENTECOST CHURCH,CHUCHULIGA CHIANA ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,"P. O. BOX 29, CHUCHULIGA",0245191282,,SERVICE,A,
CHUCHULIGA POLICE STATION,CHUCHULIGA POLCE STATION,CHUCHULIGA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,"P. O. BOX 22, BOLGA",0240419574,,SERVICE,A,
CHUMBORO ENT,ADJACENT VRA OFFICE,SANDEMA NAVRONGO ROAD,ABILYERI,SENDEMA CENTRAL,"P. O. BOX 40, SANDEMA",0246310252,,SERVICE,A,
CHURCH OF CHRIST,ASELIUK YERI ADJACENT SANDEMA SENIOR HIGH SCHOOL,SANDEMA WIAGA ROAD,WIAGA FARINSAMONSA,WIAGA FARINSA (FARINSOBSA),,0243294138,,SERVICE,A,
CLAUDIA ENTERPRISE,OPPOSITE SOSAY DRINKING SPOT,ABU YERI,ABILIYERI,SENDEMA CENTRAL,,0273909671,,SERVICE,A,
CLICK AND BROWSE COMPUTERS AND ACCESSORIES,SANDEMA ZONGO MOSQUE OPPOSITE BUCO BANK,NAVRONGO WIAGA ROAD,ABELIYERI,SENDEMA CENTRAL,,0205791301,,SERVICE,A,
CO-OPERATIVE TRANSPORT,ADJACENT SANDEMA COMMUNITY CENTRE,SANDEMA COMMUNITY CENTRE AREA,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0207687272,,SERVICE,A,
COLLINEOUS GRINDING,ADJACENT APASTOR GRAIN MILLING,PALAMA ROAD,BEHIND SLAUGHTER HOUSE,SENDEMA CENTRAL,,0247614724,,INDUSTRY,A,
COMFORT DRINKING SPOT,APAM HOUSE,SINIENSI ROAD,ABELIYERI,SENDEMA CENTRAL,,0246327384,,SERVICE,A,
COMMISION FOR HUMAN RIGHTS AND ADMINISTRATIVE JUSTICE,SAME BLOCK WITH EDUCATION OFFICE,SANDEMA WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,"P. O. BOX 269, SANDEMA",0244534783,,SERVICE,A,
CONIFAH GUEST HOUSE,ADJACENT HORIZON CHILDREN CENTRE,SANDEMA WIAGA ROAD,SUWARENSA NDAASA,SENDEMA CENTRAL,"P. O. BOX 3, SANDEMA",,,SERVICE,A,
COOL BASE DRINKING SPOT,OPPOSITE AKANYABADE'S HOUSE,MARKET SQUARE ROAD,AZUGYERI,CHUCHULIGA CENTRAL,,0246375193,,SERVICE,A,
CORNER BASE ENTERPRISE,ADJACENT NAMONSA JUNIOR HIGH SCHOOL,SANDEMA CHUCHULIGA ROAD,GOROGO,NAMONSA CENTRAL,,0246031219,,SERVICE,A,
COZANI ENT,OPPOSITE DAN DE GA ICT CENTRE,SANDEMA NAVRONGO ROAD,SANDEMA TOWN ABILYERI,SENDEMA CENTRAL,,0242038314,,SERVICE,A,
CRY YOUR OWN CRY DRINKING BAR,ADJACENT THE OLD SCHOOL,FUMBISI ROAD,ZONGO,GBEDEMA-ZONGO,,0506231366,,SERVICE,A,
CRY YOUR OWN CRY DRINKING SPOT,ADJACENT CHIEF'S PALACE,YISOBSA CHIOK ROAD GUNGSA,YISOBSA,WIAGA CENTRAL,,0248844447,,SERVICE,A,
CYNTHIA PROVISION SHOP,OPPOSITE THANKS BE TO GOD SHOP,MARKET SQUARE ROAD,AZUGYERI,CHUCHULIGA CENTRAL,,,,SERVICE,A,
CYNTHIA'S SALON,BEHIND PETER'S GRINDING MILL,EIGTEENTH,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0245986436,,SERVICE,A,
DAILY NEEDS ENT,OPPOSITE ADENZE DRINKING SPOT,SANDEMA WIAGA ROAD,SUMARNSA,SENDEMA CENTRAL,,0542854506,,SERVICE,A,
DAULY NEEDS,MARKET ABEL YERI,WIAGA ROAD,SANDEMA MARKET,SENDEMA CENTRAL,,0246326913,,SERVICE,A,
DBAAGUNNI DRINKING SPOT,ADJACENT AWENDIBEY HOUSE,ALONG KADEMA ROAD,YESOBSA,WIAGA-YEMONSA,,0249976152,,SERVICE,A,
DEPARTMENT OF BIRTHS AND DEATHS REGISTRY,OPPOSITE DISTRICT EDUCATION OF FICE,SANDEMA WIAGA ROAD,ABELYERI,SENDEMA CENTRAL,,0202227599,,SERVICE,A,
DESTINY DRINKING SPOT,WORKERS CANTEEN BUILDING,PRESBY CBR CENTER ROAD,SANDEMA TOWN,SENDEMA CENTRAL,,0246176350,,SERVICE,A,
DINA AKORIBIIK'S PROVISION SHOP,ALONG SANDEMA WIAGA ROAD,SANDEMA WIAGA ROAD,YISOBSA,WIAGA CENTRAL,,0247377911,,SERVICE,A,
DISTRICT TREASURY OFFICE,OPPOSITE THE DISTRCT ASSEMBLY,SANDEMA WIAGA ROAD,ABILIYIRI,SENDEMA CENTRAL,"P. O. BOX 3, SANDEMA",0280369911,,SERVICE,A,
DOCTOR JESUS TAILORING SHOP,OPPOSITE SELINA ACHAALINKA ME DRESS MAKING SHOP,MISSION ROAD,YISOBSA,WIAGA-YEMONSA,,0547493513,,INDUSTRY,A,
DOE-JINDEM ENTERPRISE,OPPOSITE RURAL DEVT QRT HNO 172B SANDEMA,,SANDEMA,SANDEMA CENTRAL,"P. O. BOX 36, SANDEMA",,,SERVICE,A,
DR. JESUS PHOTOS,ADJACENT BUCO BANK,NAVRONGO-WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,,,SERVICE,A,
EBONY BEAUTY SALON,OPPOSITE EQUAL RIGHTS GRINDING MILL,NAVRONGO WIAGA ROAD,ABELIYERI,SENDEMA CENTRAL,,0242088499,,SERVICE,A,
EDEMA R/C PRIMARY SCHOOL,ADJACENT TIEDEMA ROMAN CATHOLIC JUNIOR HIGH SCHOOL,SANDEMA CHUCHULIGA ROAD,ASANAYERI,TIEDEM ASANAYERI,"P. O. BOX 29, SANDEMA",0540854215,,SERVICE,A,
EDINA PROVISION STORE,NANJOPUNG ABILIGUU ON YOUR LEFT HAND SIDE,CHUCHULIGA NAVRONGO ROAD,NANJOPUNG,NANJOPIM ATINNAAB-YEAR,,0540657137,,SERVICE,A,
EDNA STORE,SANDEMA MARKET NEAR PALOMA,SANDEMA MARKET ROAD,SANDEMA MARKET,SENDEMA CENTRAL,,0240883189,,SERVICE,A,
EL SHADDI VENTURES,OFF CHUCHULIGA SANDEMA ROAD NEAR NYAME BE YE SPOT,SANDEMA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,"P. O. BOX 192, CHUCHULIGA",0244599167,,SERVICE,A,
EL SHADDI VENTURES,OFF CHUCHULIGA SANDEMA ROAD NEAR NYAME BE YA SPOT,SADEMA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,"P. O. BOX 192, CHUCHULIGA",0244599167,,SERVICE,A,
EL-DENS DRINKING SPOT,ADJACENT ZEBRA BAR,ABOLIYERI INTERSECTION,ABILIYERI,SENDEMA CENTRAL,,0546914509,,SERVICE,A,
ELECTORAL COMMISSION OF GHANA,OPPOSITE AFOKO JUNIOR HIGH SCHOOL,SANDEMA CHUCHILIGA ROAD,BILINSA BILINSOBSA LOWER,BILINSA-BILIMONSA,"P. O. BOX 182, BOLGATANGA",0244512579,,SERVICE,A,
ELIZABETH BABY CARE,ADJACENT COLLINEOUS GRIAN MILLING,PALOMA NYANSA ROAD,ZONGO,SENDEMA CENTRAL,,0245953655,,SERVICE,A,
EMEKA MOTORS ENTERPRISE,OPPOSITE ST.CHARLSE CHEMICAL SHOP,NAVRONGO WIAGA ROAD,ABILIYERI WIAGA ROAD,SENDEMA CENTRAL,,0240026364,,SERVICE,A,
EMELIA AYOK'S VISION SHOP,MARKET SQUARE,YESOBSA CHIVK ROAD,YESOBSA,WIAGA-YEMONSA,,0242036475,,SERVICE,A,
EMELYN ENTERPRICE,SINENSI ROAD RIGHT OPPOSITE AGONG YERI,SINENSI ROAD,BALANSA,SENDEMA CENTRAL,,0249693509,,SERVICE,A,
EMMACULATE HEART OF MARY CATHOLIC,CHUCHULIGA CATHOLIC CHURCH,CHUCHULIGA NAVRONGO ROAD,AZUGUYERI,CHUCHULIGA CENTRAL,,0246039008,,SERVICE,A,
EMMANUEL ASSEMBLIES OF GOD,OPPOSITE AFOKO JUNIOR HIGH SCHOOL,SANDEMA CHUCHILIGA ROAD,BILINSOBSA LOWER,BILINSA-BILIMONSA,"P. O. BOX 38, SANDEMA",0244027812,,SERVICE,A,
ENEMIES ARE NOT GOD STORE,NEAR THE OLD SCHOOL FUMBISI ROAD ON THE LEFT,,GBEDEMA ZONGO,GBEDEMA-ZONGO,,0201239039,,SERVICE,A,
ESTHER PROVISION STORE,MARKET SQUARE,MARKET ROAD,YISOBSA,WIAGA-YEMONSA,,0248265629,,SERVICE,A,
EVA STORE,OPPOSITE THE PRIMARY SCHOOL,GBEDEMA FUMBISI ROAD,ZONGO,GBEDEMA-ZONGO,,0246536663,,SERVICE,A,
FARANSA JHS,ADJACENT ANYIEGABE'S HOUSE,BANDEM AKANGULIYIRI OPPOSITE SANDEMA ROAD,KUNCHASA,WIAGA FARINSA (FARINSOBSA),"P. O. BOX 20, SANDEMA",,,SERVICE,A,
FARANSA KINDERGARTEN,ADJACENT ANYAGABE YIRI,AWABILYIRI BANDEM ADJACENT SANDEMA,KUNCHANSA,WIAGA FARINSA (FARINSOBSA),"P. O. BOX 20, SANDEMA",,,SERVICE,A,
FARINSA PRIMARY SCHOOL,ADJACENT WIAGA SANDEMA ROAD,BANDEM ANYIEGABEYERI ROAD,KUNCHANSA,WIAGA FARINSA (FARINSOBSA),"P. O. BOX 20, SANDEMA",,,SERVICE,A,
FATAWU FITTERING SHOP,OPPOSITE AZEEZU'S FUEL STATION,NAVRONGO WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,0208369541,,SERVICE,A,
FATI TAILORING SHOP,BY PALOMA,SANDEMA MARKET ROAD,SANDEMA MARKET,SENDEMA CENTRAL,,0240280670,,INDUSTRY,A,
FELICIA DRESSMAKING STORE,ADJACENT ATUPOI YERI MARKET CENTRAL,MARKET CENTRAL ROAD,WIAGA YISOBSA,WIAGA-YEMONSA,,0549339903,,INDUSTRY,A,
FELICIA'S HAIR SALON,ADJACENT ATUPOI YERI MARKET CENTRAL,MARKET CENTRAL ROAD,WIAGA YISOBSA,WIAGA-YEMONSA,,0541626803,,SERVICE,A,
FERIWA'S FOOD KIOSK,OPPOSITE GOOD FAMILY ENTERPRISE,NAVRONGO WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,0242020855,,SERVICE,A,
FIND OUT DELIWINI VENTURES,INFRONT OF WORKERS CANTEEN,PALOMA ROAD,SANDEMA MARKET,SENDEMA CENTRAL,,0240258517,,SERVICE,A,
FLYMINGO DRINKING BAR,NYANSA,SANDEMA NYANSA ROAD,ABEL YERI,SENDEMA CENTRAL,,0249860209,,SERVICE,A,
FOUNDATION FOR INTEGATED AND STRATEGY DEVELOPMENT (FISTRAD),ADJACENT BUILSA COMMUNITY RADIO,KOBDEMA KALIJISA ROAD,KOBDEMA,SANDEMA KOBDEMA,"P. O. BOX 40, SANDEMA",,,SERVICE,A,
FOUNDATION FOR INTEGATED AND STRATEGY DEVELOPMENT (FISTRAD),OPPOSITE SANDEMA AGRIC STATION,,SANDEMA,SANDEMA CENTRAL,"P.O. BOX 40, SANDEMA",,,SERVICE,A,
FOZIA STORE,SANDEMA,SANDEMA NAVRONGO ROAD,MARKET ABEL YERI,SENDEMA CENTRAL,,0541623602,,SERVICE,A,
FRANCIS WELDING SHOP,BY WORKERS CANTEEN,PRESBY CBR BUSINESS CENTER ROAD,SANEMA TOWN,SENDEMA CENTRAL,,0247862790,,INDUSTRY,A,
FRANCIS' ENTERPRISE,BEHIND PETER'S GRINDING MILL,NAVRONGO WIAGA,ABILIYERI LORRY PARK,SENDEMA CENTRAL,,0207377309,,SERVICE,A,
FRANCISCA DRESSMAKING SHOP,OPPOSITE WIAGA CENTRAL MOSQUE,WIAGA FUMBISI ROAD AGRIC AREA,WIAGA YISOBSA,WIAGA-YEMONSA,,0249130175,,INDUSTRY,A,
FRUTURE CHEMICALS SHOP,ENTRANCE OF THE MARKET ON YOUR RIGHT,MARKET SQUARE ROAD,AZUGYERI,CHUCHULIGA CENTRAL,,0246976052,,SERVICE,A,
FUSHNI SHOP,MARKET ROAD OPPOSITE CAL STATION,NAWASA ROAD,AZUGU YERI,CHUCHULIGA CENTRAL,,,,INDUSTRY,A,
GARIBA KOJO VENTURES.,G.P.R.T.U.OF T.U.C. SANDEMA.,,SANDEMA.,SANDEMA CENTRAL,"C/O P. O. BOX 7,, SANDEMA.",,,SERVICE,A,
GBEDEMA CENTRAL MOSQUE,GBEDEMA MARKET,ZONGO MARKET ROAD,GBEDEMA ZONGO,GBEDEMA-ZONGO,,0205336236,,SERVICE,A,
GBEDEMA JUNIOR HIGH SCHOOL,NEAR THE PRIMARY SCHOOL,GBEDEMA-FUMBISI ROAD,GBEDEMA ZONGO,GBEDEMA-ZONGO,,0200923468,,SERVICE,A,
GBEDEMA PRIMARY SCHOOL,GBEDEMA ZONGO NEAR THE JUNIOR HIGH SCHOOL,GBEDEMA FUMBISI ROAD,GBEDEMA ZONGO,GBEDEMA-ZONGO,,,,SERVICE,A,
GEORGI A3 ENT.,OPPOSITE VODAFONE MAST,SANDEMA WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,,0246101101,,SERVICE,A,
GEORGINA'S HAIRDRESSING SALON,IN FRONT OF ATEDUMBA'S HOUSE,MARKET SQUARE ROAD,AZUGYERI,CHUCHULIGA CENTRAL,,0247808535,,SERVICE,A,
GHANA NATIONAL FIRE AND RESCUE SERVICE,SANDEMA FIRE SERVICE OPPOSITE SANDEMA POLICE STATION,POLICE STATION AREA,ABILIYERI POLICE STATION,SENDEMA CENTRAL,"P. O. BOX 50, SANDEMA",0502769331,,SERVICE,A,
GHANA POLICE SERVICE,OPPOSITE GHANA FIRE SERVICE SANDEMA,NAVRONGO WIAGA ROAD,ABILIYERI,SENDEMA CENTRAL,"P. O. BOX 45, BOLGATANGA",0205335809,,SERVICE,A,
