,,,,,,,,,,
ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE,EMAIL,SECTOR,SIZE,
CORPORAL CORN MILL,BESIDES DANIEL BAR,SIRIYIRI-DORIMON ROAD,,BORO,,0545463537,,INDUSTRY,A,
CYNTHIA BOUTIQUE,ADJACENT FIRST NATIONAL BANK,,,WECHIAU,,0241663567,,SERVICE,A,
CYNTHIA NUOBILE SALON,VIERI NEAR METHODIST CHURCH,,,VIERI,,0240885473,,SERVICE,A,
CYNTHIA PHILIP JHS,NEAR HAUSA SETTLEMENT,,KPANFA,KPANFA,"P.O.BOX 15, GES WECHIAU",0542394462,,SERVICE,A,
CYNTHIA SHOP,OPPOSITE THE BORE HOLE ON THE MAIN ROAD,OLI MAIN ROAD,,OLI,,,,SERVICE,A,
CYNTHIA'S HAIR SALON,NEAR THE MARKET,,METTEU,METTEU,,,,SERVICE,A,
CYNTHIA'S TAILORING SHOP,OPPOSITE THE MARKET,,GURUNGU,GURUNGU,,0542425613,,INDUSTRY,A,
DA-ERE ENTERPRISE,10 METERS AWAY FROM LASSIE ROAD NEAR DA-ERE HOUSE,,,OLOTENG,,,,SERVICE,A,
DAABAYIRI GRINDING MILL,LASSIE TUOLU MARKET,,WECHIAU,LASSIE TUOLU,,0247935700,,INDUSTRY,A,
DAARE STORE,OPPOSITE BUDA YIRI CATHOLIC CHURCH,PASE ROAD,BUDA YIRI,DORIMON,,0548691143,,SERVICE,A,
DABO,AT THE ENTRANCE OF DABO OPPOSITE DABO D\A SCHOOL,DORIMON ROAD,DABO,DABO,,0265634466,,SERVICE,A,
DABO DISTRICT ASSEMBLY JUNIOR HIGH SCHOOL,LOCATED AT THE LEFT HAND ENTRANCE ALONG DORIMON ROAD,DORIMON ROAD,DABO,DABO,"P.O.BOX 15, WA WEST WECHIAU",0261204481,,SERVICE,A,
DABO DISTRICT ASSEMBLY PRIMARY SCHOOL,AT THE ENTRANCE OF DABO,DORIMON ROAD,,DABO,"P.O.BOX 15, WECHIAU",0247082120,,SERVICE,A,
DABO MOSQUE,AT THE CENTER OF DABO SCHOOL,THE ROAD TO BLACK VOLTA,DABO,DABO,"P.O.BOX 15, WA MUNICIPAL",0265444755,,SERVICE,A,
DABO ROMAN CATHOLIC CHURCH,AT THE ENTRANCE OF THE MAIN ROAD,DABO ROAD,DABO,DABO,"P.O.BOX 642, WA MUNICIPAL",0267399193,,SERVICE,A,
DALANYIRI D/A JHS,OPPOSITE KYANKWEE'S HOUSE,,DALANYIRI,DALANYIRI,,,,SERVICE,A,
DALANYIRI D/A K/G/PRIMARY SCHOOL,OPPOSITE KYANKWEE'S HOUSE,,DALANYIRI,DALANYIRI,,,,SERVICE,A,
DAN LOVERS ENTERPRISE,BULI KOSENYAR NEAR PENTECOST CHURCH,,,BULI,"P.O.BOX 119, WA",0546081606,,SERVICE,A,
DAN WAX ENTERPRISE,BY THE LORRY STATION,,,WECHIAU,,0263404537,,SERVICE,A,
DANAA STORE,IN FRONT OF DANAA'S HOUSE OPPOSITE SAANUNI'S MOSQUE,,LADIPE,TOKALI,,0541585683,,SERVICE,A,
DANAAH GRINDING MILL,INSIDE TAAHUYIRI,,,ZANKO,,,,INDUSTRY,A,
DANAKUUBO ENTERPRISE,TANINA ON THE WA-TANINA ROAD,WA-KUMASI ROAD,,TANINA,,0240436211,,SERVICE,A,
DANESTA BAR,OPPOSITE WA WEST HEALTH WORKERS CANTEEN,,,WECHIAU,"P.O.BOX 15, WECHIAU",0265880679,,SERVICE,A,
DANGAABO ENTERPRISE,MBA MUSAH'S HOUSE,,EKOOLAYIRI,TOKALI,,,,SERVICE,A,
DANIEL YISOO ENTERPRISE,10 METERS ALONG THE MAIN ROAD TO ZENOYILI,,,BAMKPAMA-DANGMAAYIRI,,,,SERVICE,A,
DANWARI MOSQUE,DANWARI NEAR WA-KUMASI ROAD TANINA,,DANWARI,TANINA,,0207201350,,SERVICE,A,
DAPORE BAR,BEHIND THE CHIEFS PALACE,,YIPAANI,MAASE,,0548572023,,SERVICE,A,
DARGWAA BOYE STORE,CLOSE TO HOUSE NO. KA 0027,,,KACHUU,,,,SERVICE,A,
DARI DASAAH GRINDING MILL,YELYIRI BEHIND ISAACOS ENTERPRISE,WECHIAU-LASSIA ROAD,YELYIRI,YELYIRI,,0261423725,,INDUSTRY,A,
DARI GIFTY DRESSMAKING SHOP,IN FRONT OF WECHIAU POST OFFICE,,,WECHIAU,,0543055007,,INDUSTRY,A,
DARI GUOTENG R/C PRIMARY SCHOOL,ADJACENT THE CHIEF'S HOUSE,,,DARIGUOYIRI,"P.O.BOX 47, WA",,,SERVICE,A,
DASAA BAR,INSIDE THE MARKET BESIDE KOFI BAR,,DABO,DABO,,0544472443,,SERVICE,A,
DASAA ENTERPRISE,ADJACENT YISOO ENTERPRISE,,BAMKPAMA-DANGMAAYIRI,BAMPKAMA-DANGMAAYIRI,,,,SERVICE,A,
DASSAH ENTERPRISE,ENTERING BOLITUO FROM ZAN ON THE LEFT,,,BOLITUO,,,,SERVICE,A,
DASSAH GRINDING MILL,OPPOSITE THE SCHOOL,,,EGGU,,,,INDUSTRY,A,
DAUDI AHMED GRINDING MILL,BULI,,BULI,BULI,,0545469237,,INDUSTRY,A,
DAVID STORE,ON OLI KPILA ROAD ADJACENT SAGHATA,,,OLI,,,,SERVICE,A,
DAWUDA STORE,INSIDE DORIMON OLD MARKET,,DORIMON OLD MARKET,DORIMON,,0541258225,,SERVICE,A,
DAYANGARI ENTERPRISE,ALONG THE ROAD TO DORIMON,SIRIVIRI DORIMON ROAD,,BORO,,0546565321,,SERVICE,A,
DEEPER LIFE CHURCH,LOCATED AT THE RIGHT HAND SIDE OF GONGOJOGLO,,,GONJOGLO,,,,SERVICE,A,
DENIEL BAR,ALONG THE ROAD FROM DORIMON,,SIRIYIRI-DORIMON ROAD,BORO,,0240390419,,SERVICE,A,
DERY'S ENTERPRISE,WECHIAU CENTRAL MARKET,,WECHIAU,WECHIAU,,0242846105,deryisaac33@yahoo.com,SERVICE,A,
DIANA MAA CHOP BAR,BEHIND DABO MARKET,THE ROAD TO SIIRA,DABO,DABO,,0263442541,,SERVICE,A,
DIESI BAPTIST CHURCH,,,,DIESI,,,,SERVICE,A,
DIIBATOE SALON,OPPOSITE TANVAARI MARKET,,TANVAARI,TANVAARI,,,,SERVICE,A,
DISTRICT EDUCATION OFFICE,WECHIAU,,,WEHIAU,"P.O.BOX 15, WA",0245155375,,SERVICE,A,
DISTRICT HEALTH DIRECTORATE,WECHIAU,,,WECHIAU,"P.O.BOX 402, WECHIAU",0270072258,,SERVICE,A,
DOBOYILI GRINDING MILL,AT THE EXTREME END OF YIPALA,,YIPALA,YIPALA,,0546629767,,INDUSTRY,A,
DODOMA KG/PRIMARY SCHOOL (R/C),NEAR JORBONTEY'S HOUSE,,DODOMA,DODOMA,"P.O.BOX 47, WECHIAU",,,SERVICE,A,
DODOMA R/C JHS,NEAR JORBONTEY'S HOUSE,,DODOMA,DODOMA,"P.O.BOX 47, WECHIAU",,,SERVICE,A,
DOFERE EMMANUEL'S GRINDING MILL,OPPOSITE DOFERE EMMANUEL'S HOUSE,,DAGMAAYIRI,DAGMAAYIRI,,,,INDUSTRY,A,
DOGARS FASHION SHOP,LASSIE TUOLU,,WECHIAU,LASSIE TUOLU,,0543055140,,INDUSTRY,A,
DOMABALEE GRINDING MILL,ON THE ROAD TO OLI RIGHT HAND SIDE,OLI ROAD,,SUKPERE,,,,INDUSTRY,A,
DOMAWA ISLAMIC PRIMARY SCHOOL,BEHIND THE CHIEFS PALACE,,,DOMAWA,"P.O.BOX 15, WA",,,SERVICE,A,
DOMAWA MOSQUE,IN FRONT OF FUSEINI PROVISION STORE,,,DOMAWA,,,,SERVICE,A,
DOMEABRA STORE,INSIDE THE MARKET BESIDE DASAA BAR,,DABO,DABO,,0248511902,,SERVICE,A,
DOMINIC ENTERPRISE,ADJACENT YELBA-ERE SMOCKS SHOP,,PONYANTANGA,PONYANTANGA,,0503081648,,SERVICE,A,
DOMWANAA BAR,NEAR THE RIVER ALONG THE BURKINA ROAD,BURKINA ROAD,MANI,MANI,,,,SERVICE,A,
DONGBEE GRINDING MILL,GETTING TO THE EXTREME END OF DABO,SIIRA ROAD,,DABO,,0265848973,,INDUSTRY,A,
DONKOR MOSQUE,ALONG WECHIAU ROAD BESIDES SUMANI'S HOUSE,WECHIAU ROAD,DONKURO,KOKILE,,0246079435,,SERVICE,A,
DONYI BAR,ALONG THE KUZIE ROAD,,TANGAZU,NWANTANZU,,0248084191,,SERVICE,A,
DORIMON AREA COUNCIL,BESIDE THE DORIMON CREDIT UNION OFFICE,PASE ROAD,OLD MARKET,DORIMON,"P.O.BOX 16, WECHIAU",0542190185,,SERVICE,A,
DORIMON CHURCH OF PENTECOST,LOCATED IN BETWEEN K.G SPOT AND ZONGO BAR,,ZONGO,DORIMON,,0243761902,,SERVICE,A,
DORIMON COMMUNITY CATHOLIC CHURCH,NEAR THE DORIMON DAM,PASE ROAD,BUDA YIRI,DORIMON,"P.O.BOX 15, WA MUNICIPAL",0541630796,,SERVICE,A,
DORIMON COMMUNITY INFORMATION CENTER,LOCATED IN FRONT OF DORIMON KG BLOCK,WA ROAD,DORIMON,DORIMON,"P.O.BOX 15, WA WEST WECHIAU",0243841842,,SERVICE,A,
DORIMON D/A HIGH SCHOOL,LOCATED BESIDES THE DORIMON NEW MARKET,WA ROAD,DORIMON,DORIMON,"P.O.BOX 15, WA WEST",0242157386,,SERVICE,A,
DORIMON DISTRICT ASSEMBLY PRIMARY AND KINDAGATEN SCHOOL,LOCATED AT THE RIGHT HAND ENTRANCE OF DORIMON ALONG THE WA ROAD,WA ROAD,DORIMON,DORIMON,"P.O.BOX 15, WA WEST WECHIAU",0245277462,,SERVICE,A,
DORIMON HEALTH CENTER,OPPOSITE DORIMON MARKET,,BIELI,DORIMON,"P.O.BOX 402, WA MUNICIPAL",0266757020,,SERVICE,A,
DORIMON NEW MOSQUE,ADJACENT THE POLICE POST,ALONG THE WA ROAD,ZONGO,DORIMON,"P.O.BOX 15, WA MUNICIPAL",0543625940,,SERVICE,A,
DORNYE CHPS,BEHIND DORNYE MARKET,402 DORNYE MARKET,NUOVURI,DORNYE,,,,SERVICE,A,
DORNYE KG/PRIMARY SCHOOL,NEAR DORNYE MARKET,,,DORNYE,,,,SERVICE,A,
DORNYE MOSQUE,CHIEF'S HOUSE,,TEOME,DORNYE,,,,SERVICE,A,
DORNYE R/C JHS,NEAR DORNYE MARKET,,,DORNYE,,,,SERVICE,A,
DOVIELA DRINKING SPOT,DOVIELA'S HOUSE,,TANKARA,TANKARA,,,,SERVICE,A,
DRAMANI ENTERPRISE,POLE YENKPONG NEAR SIITA'S HOUSE,,POLE,POLE,,0205682822,,SERVICE,A,
DRESSMAKERS ASSOCIATION,WECHIAU CENTRAL MARKET,WECHIAU CENTRAL MARKET,,WECHIAU,,0267557176,,INDUSTRY,A,
DUASI DAY NURSERY,FROM DUASI TO SIILA,,,DUASI,,,,SERVICE,A,
EBEN AZIZ ENTERPRISE,ALONG THE MAIN ROAD,,,GA,,0208238761,,SERVICE,A,
EGGU HEALTH CENTRE,ON THE MAIN ROAD TO ZAN,,,EGGU,"P.O.BOX 402, WA",,,SERVICE,A,
EGGU MOSQUE,NEXT TO THE SCHOOL,,,EGGU,,,,SERVICE,A,
ELIZABETH SEMSTRESS SHOP,GYIERAKAA HOUSE NEAR VIERI MARKET,,VIERI,VIERI,", WA",0248881060,,INDUSTRY,A,
ERAKYIBE HAIR DRESSING SALON,OPPOSITE GA D\A JUNIOR HIGH SCHOOL,,GA,GA,,0203257240,,SERVICE,A,
ERAKYIBE SEENAA-MWINI,OPPOSITE GA D\A JUNIOR HIGH SCHOOL,,,GA,,0203257240,,INDUSTRY,A,
ERASUNG,OPPOSITE GALAXY OIL,,NYOLI,NYOLI,,0248089010,,INDUSTRY,A,
ERASUNG  ENTERPRISE,INSIDE TAGAZA ATTACHED YIRAW DUMBA HOUSE,,,ASSE,,,,SERVICE,A,
ERIC'S BAR,AT THE MIDDLE OF THE COMMUNITY,KUZIE ROAD,GUSE,NWANTANGA,,,,SERVICE,A,
ERNEST STORE,OPPOSITE CHPS COMPOUND,MAIN ROAD,,OLI,,,,SERVICE,A,
ESTHER FASHION CENTRE,20 METERS ALONG THE VIERIMOND ROAD,,,TANVAARI,,0248119641,,INDUSTRY,A,
ESTHER ME-ENGNYE FASHION SHOP,OPPOSITE NPP OFFICE ALONG KUMASI ROAD,,PANYANTANGA,PONYANTANGA,,0540297661,,INDUSTRY,A,
EUNICE AWULA FASHION CENTRE,OPPOSITE THE HIGH TENSION BAMKPAMA,,BAMKPAMA,BAMKPAMA,,0503662170,,INDUSTRY,A,
EVANGELICAL PRESBYTERIAN PRIMARY SCHOOL,BEHIND THE TRANSFORMER OF BIENYE,WECHIAU ROAD,YIIKPEN,BIENYE,"P.O.BOX 324, WA MUNICIPAL",0267128286,,SERVICE,A,
FASCO WAREHOUSE,BY THE HIPPO SANCTUARY,,,WECHIAU,,0249333306,,AGRICULTURE,A,
FATAWU MA STORE,CLOSER TO THE NPP OFFICE,,,SIRIYIRI,,,,INDUSTRY,A,
FATAWU WELDING ENTERPRISE,YIPAANE NEAR THE ROAD TO GOJUYIRI,YIPAANE,,WECHIAU,,0248043515,,INDUSTRY,A,
FATAWU'S GRINDING MILL,LACO YIRI NEAR THE MARKET,LACO YIRI,,WECHIAU,,0542195242,,INDUSTRY,A,
FATHER'S ENTERPRISE,"TANINA CENTRAL MOSQUE, YIEPAALA",,TANINA,TANINA,,0247849075,,SERVICE,A,
FATIMA HARUNA FOOD JOINT,OPPOSITE THE MOSQUE,NAYIRI ROAD,,WECHIAU,,0261454299,,SERVICE,A,
FATIMA'S SPECIAL RICE,OPPOSITE LORRY STATION,FONYEGE,,WEHIAU,,0546082897,,SERVICE,A,
FATUMA BEAUTY SALON,ADJACENT THE MARKET,,,GURUNGU,,0266507912,,SERVICE,A,
FAUSTINA FASHION CENTRE,SAME BUILDING WITH KOOR CHRISTIANA FASHION CENTRE,,PONYANTANGA,PONYANTANGA,,0545469692,,INDUSTRY,A,
FEDELIS TEA SPOT,OPPOSITE RUKAYA ENTERPRISE,VOLTA RIVER ROAD,DABO,DABO,,0265022253,,SERVICE,A,
FEDIS DRINKING SPOT,BEHIND SURO NIPA NA GYAE SAMAN FASHION CENTRE,,PONYANTANGA,PONYANTANGA,,0509142186,,SERVICE,A,
FEEL SO GOOD ENTERPRISE,ON THE MAIN ROAD FROM ASSE TO EGGU ON THE RIGHT,,,TANDABORI,,,,SERVICE,A,
FELIX ENTERPRISE,DERY'S HOUSE ON MAADUTO GA ROAD,,,MAADUTO,,,,SERVICE,A,
FELIX GRINDING MILL,INSIDE THE MARKET ON DABO,,,SIIRA,,,,INDUSTRY,A,
FIDILA'S CHOP BAR,ALONG THE MAIN ROAD,,GA,GA,,0502847872,,SERVICE,A,
FILLING BROTHERS BASE 4,OPPOSITE NUREDEEN,WECHIAU ROAD,NAA BAYON ROAD,DORIMON,,0247093669,,SERVICE,A,
FIRST NATIONAL BANK,OPPOSITE WECHIAU HIPPO SANCTUARY,,,WECHIAU,"P.O.BOX 610, WA",0202220422,,SERVICE,A,
FONG MOSQUE,OPPOSITE LORRY STATION,,,WECHIAU,,0541581307,,SERVICE,A,
FOUNTAIN GATE CHAPEL,ON OLI DABO ROAD,,,OLI,,,,SERVICE,A,
FRANCIS NAA SHOP,INSIDE THE MARKET,,,SIIRA,,,,SERVICE,A,
FRANCIS PROVISION STORE,IN FRONT OF KOBILE HOUSE,,,DIESI,,0248365717,,SERVICE,A,
FUSEINI GRINDING MILL,IT IS THE ONLY WORKING GRINDING MILL IN THE VILLAGE,,,DOMAWA,,,,INDUSTRY,A,
FUSEINI PROVISION SHOP,NEXT TO THE PROVISION SHOP AFTER SALIU'S STORE,PIISIE-DOMAWA ROAD,,DOMAWA,,0249522997,,SERVICE,A,
FUSEINI STORE,FROM DASAHYIRI ON THE RIGHT SIDE,,,KOLOGO,,,,SERVICE,A,
FUSEINI VENTURES,100M BEHIND THE CHIEFS PALACE,JAMBUSE ROAD,KOMBOGGO,KOMBOGGO,,0541942598,,INDUSTRY,A,
FUZZEY FUEL FILLING STATION,NEAR WECHIAU MARKET,,WECHIAU,WECHIAU,"P.O.BOX 15, WECHIAU",0542199246,,SERVICE,A,
G H S LASSIE TUOLU,,,WECHIAU,LASSIE TUOLU,"P.O.BOX 402, WECHIAU DHA",0240471752,,SERVICE,A,
GA CHPS COMPOUND,GA,,GA,GA,,0240477112,,SERVICE,A,
GA D\A JUNIOR HIGH SCHOOL,ALONG THE MAIN ROAD,,GA,GA,,0208338309,,SERVICE,A,
GA D\A PRIMARY SCHOOL,ALONG THE MAIN ROAD,,GA,GA,"P.O.BOX 15, ",0203782915,,SERVICE,A,
GADI JUNIOR HIGH SCHOOL,ADJACENT THE PRIMARY SCHOOL,,GADI,GADI,,0505140632,,SERVICE,A,
GADI PRIMARY SCHOOL,BEHIND THE CHIEF'S PALACE,,,GADI,,0508233963,,SERVICE,A,
GALAXY OIL,BY THE ROAD SIDE,,,NYOLI,"P.O.BOX 82, NAYIRI WA",0242127248,,SERVICE,A,
GARKUON ROMAN CATHOLIC CHURCH,NEAR GARKUON ROMAN CATHOLIC PRIMARY SCHOOL,,GARKUON,GARKUON,,,,SERVICE,A,
GARKUON R\A PRIMARY SCHOOL,NEAR THE CATHOLIC CHURCH,,GARKUON,GARKUON,,,,SERVICE,A,
GAWANA FITTERING SHOP,,DORIMON WECHIAU ROAD,,PIISE,,0265270580,,SERVICE,A,
GBAALIWOB R\C JUNIOR HIGH SCHOOL,GBAALIWOB,,GBAALIWOB,GBAALIWOB,,0249575639,,SERVICE,A,
GBAALIWOB R\C PRIMARY SCHOOL,GBAALIWOB,,GBAALIWOB,GBAALIWOB,,0542177108,,SERVICE,A,
GBACHE CENTRAL MOSQUE,IN FRONT OF OLINAA HOUSE,GBACHE-BORO ROAD,,GBACHE,,0549853319,,SERVICE,A,
GBACHE METHODIST JHS,ALONG THE FOOT PATH LEADING TO OLI COMMUNITY,,,GBACHE,"P.O.BOX 31, WA",0241566004,,SERVICE,A,
GBERE STORE,20 METERS ALONG THE MAIN ROAD,,,KAKALAPARI,,0263678563,,SERVICE,A,
GBERETE STORE,20 METERS ALONG THE VIERI ROAD,,,TANVAARI,,0542997244,,SERVICE,A,
GBON STORE,GA FARAYIRI,,GA,GA,,0248586328,,SERVICE,A,
GBUNGBERI D\A JUNIOR HIGH SCHOOL,IT IS THE ONLY JUNIOR HIGH SCHOOL IN THE COMMUNITY,,,GBUNGBERI,"P.O.BOX 15, WA",,,SERVICE,A,
GBUNGBERI D\A PRIMARY,IT IS THE ONLY SCHOOL IN THE COMMUNITY,,,GBUNGBERI,"P.O.BOX 15, WA",0200053269,,SERVICE,A,
GEORGE CARPENTERING SHOP,LASSIE TUOLU,,WEHIAU,LASSIA TUOLU,,0545683049,,INDUSTRY,A,
GEORGE TOGBARE ENTERPRISE,LASSIE TUOLU MARKET,,WECHIAU,LASSIA TUOLU,,0243076463,,INDUSTRY,A,
GERMAN BALOROPUO,GERMAN BALOROPUO HOUSE,,,BOLITUO,,,,SERVICE,A,
GLADY'S BEAUTY SALON,BY THE ROAD SIDE,,NYOLI,NYOLI,,0542928518,,SERVICE,A,
GLOBAL EVANGELICAL CHURCH,BEHIND THE NYILITOURO TREE ALONG THE JAMBUSE ROAD,JAMBUSE ROAD,NYILITOURO,PIISIE,,0261274271,,SERVICE,A,
GOD DEY FASHION CENTRE,OPPOSITE OLTENG FOOTPATH PONYANTANGA,,PONYANTANGA,PONYANTANGA,,0502969882,,INDUSTRY,A,
GOD IS GREAT BEAUTY SALON,,100 METERS FROM BADU MONTAIN'S HOUSE,NYOLI,NYOLI,,0203488771,,SERVICE,A,
GOD PROMISE NEVER FAILS ENTERPRISE,OPPOSITE ROAD TO NIMBALE,,,CHARIBILE,,,,SERVICE,A,
GOD WITH BEAUTY SALON,WECHIAU CENTRAL MARKET NEAR BUTCHER SHOP,WECHIAU MARKET,,WECHIAU,,0546586899,,SERVICE,A,
GOD'S POWER BEAUTY SALON,ADJACENT FUZZEY'S FILLING STATION,,,WECHIAU,,0263289818,,SERVICE,A,
GRACE HAIR SALON,ADJACENT KOPORO'S STORE NEAR THE MARKET,,METTEU,METTEU,,,,SERVICE,A,
GREEN HILL ENTERPRISE,OPPOSITE THE JUNIOR HIGH SCHOOL,,PONYANTANGA,PONYANTANGA,,0242933337,,SERVICE,A,
GREEN LEAF BEER BAR,GA,,,GA,,0245274527,,SERVICE,A,
GUO D\A JUNIOR HIGH  SCHOOL,FROM SIRIYIRI ON THE RIGHT HAND SIDE,,,GUO,"P.O.BOX 15, WECHIAU",,,SERVICE,A,
GUO D\A PRIMARY  SCHOOL,FROM SIRIYIRI ON YOUR ON YOUR RIGHT SIDE,,,GUO,"P.O.BOX 15, WECHIAU",,,SERVICE,A,
GUO METHODIST CHURCH,TO NYAGLI ON THE RIGHT SIDE,,,GUO,,,,SERVICE,A,
GUO MOSQUE,ON THE WAY TO NYAGLI,,,GUO,,,,SERVICE,A,
GURUNGU D\A PRIMARY,ADJACENT THE CLINIC,,GURUNGU,GURUNGU,,0243637408,,SERVICE,A,
GURUNGU HEALTH CENTRE,ADJACENT THE SCHOOL,,GURUNGU,GURUNGU,,0241779177,,SERVICE,A,
GYE-WANE SPOT,INSIDE DARKANA,,,ZAN,,,,SERVICE,A,
GYINUOKURA D\A JUNIOR HIGH  SCHOOL,NEAR DORFERE'S HOUSE,,GYINUOKURA,GYINUOKURA,"P.O.BOX 15, WECHIAU",,,SERVICE,A,
GYINUOKURA D\A KINDERGARTEN PRIMARY  SCHOOL,NEAR DORFERE'S HOUSE,,GYINUOKURA,GYINUOKURA,"P.O.BOX 15, WECHIAU",,,SERVICE,A,
HABERTA BEAUTY SALON,BY THE ROAD SIDE,,NYOLI,NYOLI,,0509306239,,SERVICE,A,
HABETA BEAUTY SALON,KPOGYIRI NEAR HAKEEM FITTING SHOP,KPOGYIRI,WECHIAU,WECHIUA,,0241123144,,SERVICE,A,
HAJA BUSIRA SPECIAL RICE,OPPOSITE,,,WECHIAU,,,,SERVICE,A,
HAJIA'S STORE,OPPOSITE THE CHIEFS PALACE,,,WECHIAU,,0263404760,,SERVICE,A,
HAKEEM FITTING SHOP,NEAR THE FUZZEY'S FILLING STATION,,,WECHIAU,,0242670235,,SERVICE,A,
HAKEEM GRINDING MILL,OPPOSITE THE MOSQUE,,,SIRIYIRI,,,,INDUSTRY,A,
HALATEY'S GRINDING MILL,HALATEY'S HOUSE,,NYUOVURI,METTEU,,,,INDUSTRY,A,
HAMATEY GRINDING MILL,DIRECTLY BEHIND CHIEFS PALACE,,JENBOB,JENBOB,,0503614266,,INDUSTRY,A,
HARUNA GRINDING MILL,BESIDE THE CENTRAL MOSQUE,,,CHIATANGAN,,0269297577,,INDUSTRY,A,
HARVEST FOR CHRIST,KACHIAU,,WECHIAU,KACHIAU,,0540479810,,SERVICE,A,
HARVEST FOR CHRIST,KPANFA,,WECHIAU,WECHIAU,,0547073117,,SERVICE,A,
HARVEST FOR CHRIST CHURCH,NEAR HIPPO SANCTUARY,,TALAWONA,TALAWONA,,,,SERVICE,A,
HARVEST FOR CHRIST CHURCH,TOKALI ROAD NEAR DCE'S BUNGALOW,TOKALI ROAD,,WECHIAU,,0547073117,,SERVICE,A,
HARVEST FOR CHRIST CHURCH,NEAR JAGULU D\A PRIMARY SCHOOL,,JAGULU NO.2,JAGULU,,,,SERVICE,A,
HINY DRINKING SPOT,OPPOSITE THE AGRIC WARE HOUSE,WECHIAU ROAD,ZONGO,DORIMON,,,,SERVICE,A,
HUBEIDA STORE,ALONG THE WA ROAD OPPOSITE AIRTEL POLE,WA ROAD,NAYIRI,DORIMON,,,,INDUSTRY,A,
IBRAHIM MUSIC SHOP,NEAR ROUND ABOUT,NAYIRI ROAD,WECHIAU,WECHIAU,,0265778619,,SERVICE,A,
IBRAHIM PROVISION SHOP,OLD MARKET FACING THE WA ROAD,WA ROAD,OLD MARKET,DORIMON,,0547629856,,SERVICE,A,
IBRAHIM STORE,BESIDE MR TUGBANI STORE,WECHIAU ROAD,ZONGO,DORIMON,,0268275644,,SERVICE,A,
IBRAHIM STORE,ADJACENT IBRAHIM GRINDING MILL,,,GUO,,,,SERVICE,A,
IBRAHIM VUURA TAILORING SHOP,MEKPAA,,,MEKPAA,,0242121925,,INDUSTRY,A,
IDDRISU DRUG STORE,OLD MARKET FACING WECHIAU ROAD,WECHIAU ROAD,OLD MARKET,DORIMON,,,,SERVICE,A,
IDDRISU GRINDING MILL,NEAR THE CHIEF HOUSE,,,DUASI,,,,INDUSTRY,A,
IDDRISU GRINDING MILL,NEAR SINDOMO HOUSE ON LASSIE ROAD,,JENBOB,JENBOB,,,,INDUSTRY,A,
IDDRISU STORE,AT THE JUNCTION TO ZANTO,,,ZANKO JUNCTION TOZANKO,,,,SERVICE,A,
IMORO DRUGS STORE,ADJACENT THE MOSQUE,,,SIRIYIRI,,,,SERVICE,A,
IMORO SHOP,OPPOSITE THE BORE HOLE ON THE MAIN ROAD,MAIN ROAD,,OLI,,0268276570,,SERVICE,A,
IMORU VENTURES,,DORIMON-WECHIAU ROAD,,PIISE,,0265822066,,SERVICE,A,
INDO GRINDING MILL,DONKOR LASSIA TUOLU,,,LASSIA TUOLU,,0545683049,,INDUSTRY,A,
INFORMATION BUSINESS SHOP,OFF DISTRICT ASSEMBLY ROAD,FONG,,WECHIAU,,0248715675,,SERVICE,A,
INSHALLAH STORE,"KANDEU, KONTA",,,KANDEU,,0243223122,,SERVICE,A,
INUSA PROVISION STORE,THE DORIMON ROAD ON THE PATH TO CHPS,,PIISE,SIGRI-PIISE,,0263233116,,SERVICE,A,
INUSA PROVISION STORE,IN FRONT OF OLINAA HOUSE,GBACHE BORO ROAD,,GBECHE,,0548946891,,SERVICE,A,
INUSAH CARPENTERING SHOP,NEAR WECHIAU MARKET ENTRANCE,,,WECHIAU,,0240946174,,INDUSTRY,A,
ISAACOS ENTERPRISE,YELYIRI ON THE WECHIAU NIERI ROAD,,,YELYIRI,,0542084003,,SERVICE,A,
ISHAKU FITTERING SHOP,RIGHT IN FRONT OF DAYANGAN PROVISION STORE,SIRIVIRI-DORIMON ROAD,,BORO,,0542865902,,SERVICE,A,
ISHAKU GRINDING MILL,ALONG THE VIERI-WA ROAD,WA-VIERI ROAD,,VARINPARI,,0241122599,,INDUSTRY,A,
ISSA PROVISION STORE,IN FRONT OF MOSQUE ALONG THE WECHIAU DORIMON  ROAD,DORIMON WECHIAU ROAD,,PIISE,,,,SERVICE,A,
ISSAH DRUG STORE,"LOCATED WITHIN THE NDC ZONAL OFFICE, KUMASI ROAD",,PONYANTANGA,PONYANTANGA,,0243830421,,SERVICE,A,
ISSAHAKU DINUORI GRINDING MILL,ISSAHAKU DINUORI'S HOUSE,,MEVOGLE,MEVOGLE,,,,INDUSTRY,A,
ISSAHAKU ENTERPRISE,POLE NEAR POLE MOSQUES,,POLE,POLE,,0509307227,,SERVICE,A,
ISSAHAKU GRINDING,OPPOSITE PONYANTANGA PRIMARY SCHOOL,,PONYANTANGA,PONYANTANGA,,0507371306,,INDUSTRY,A,
ISSAHAKU'S SHOP,BY THE ROAD SIDE,,,NYOLI,,0506722283,,SERVICE,A,
IBRAHIM COLLECTION,OLD MARKET FACING THE WECHIAU ROAD,WECHIAU ROAD,OLD MARKET,DORIMON,,0261717454,,SERVICE,A,
